"acceptedScientificName","genericName","specificEpithet","decimalLongitude","decimalLatitude","first","second","third","datasetKey"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.35176,-0.73933,"Ecuador","Isla Santa Cruz",NA,"e053ff53-c156-4e2e-b9b5-4462e9625424"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.403054,-1.318726,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.287158,-0.616807,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.498943,-1.275137,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.306167,-0.500475,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.294846,-0.749853,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.311612,-0.70354,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.465788,-0.682147,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.002803,-0.968283,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.002772,-0.967297,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.338258,-0.736606,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.225189,-0.659095,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.371345,-0.25125,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.30403,-0.742308,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.099925,-0.780758,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.479208,-0.816234,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.371253,-0.251158,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.341305,-0.694078,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.224132,-0.633112,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.463839,-0.651248,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.3872,-0.631326,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.344874,-0.737401,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.135302,-0.829237,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.304031,-0.742338,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.274575,-0.719327,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.135369,-0.828753,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.413818,-0.899593,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.236047,-0.702977,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.391623,-0.705133,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303253,-0.74122,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.339457,-0.749255,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.30325,-0.741147,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.344378,-0.76085,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.816138,-0.317972,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia retroflexa Hemsl.","Scalesia","retroflexa",-90.273467,-0.74565,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.423127,-1.261775,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia aspera Andersson","Scalesia","aspera",-90.534821,-0.600918,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.427186,-1.274416,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.339369,-0.664238,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.351472,-0.820555,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.348527,-0.812638,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.631916,-0.281638,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.623777,-0.277999,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.38838,-0.240305,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.747194,0.582333,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.369555,-1.263416,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.3412,0.0192,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.1221,-0.4221,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.316138,-0.643611,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.2914,-0.1888,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.819805,-0.316861,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.3498,-0.2796,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.423127,-1.261775,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.7625,-0.2203,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.425347,-1.231611,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.383583,-0.631638,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.353856,-0.702312,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.3832,-0.9255,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.3832,-0.9255,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.3832,-0.9255,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.3832,-0.9255,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.303822,-0.638948,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.426291,-1.236969,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis subsp. affinis","Scalesia","affinis",-90.453222,-1.279111,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis subsp. affinis","Scalesia","affinis",-90.449972,-1.310916,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.3832,-0.9255,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.428836,-1.292578,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.420941,-1.280267,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.3726,-0.2647,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.371055,-0.621777,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.316666,-0.666666,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.383583,-0.631638,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.1221,-0.4221,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.445,-1.294722,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.995888,-0.391888,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.369555,-1.263416,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.385716,-0.625444,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia retroflexa Hemsl.","Scalesia","retroflexa",-90.270749,-0.742055,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia retroflexa Hemsl.","Scalesia","retroflexa",-90.270749,-0.742027,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.327611,-0.662083,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia gordilloi O.J.Hamann & Wium-And.","Scalesia","gordilloi",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.493369,-1.286857,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.363333,-0.620361,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.269972,-0.647555,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.2914,-0.1888,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.573833,-0.908444,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.371055,-0.621777,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.413472,-0.985166,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.1221,-0.4221,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia aspera Andersson","Scalesia","aspera",-90.371055,-0.621777,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia aspera Andersson","Scalesia","aspera",-90.371055,-0.621777,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia aspera Andersson","Scalesia","aspera",-90.534046,-0.589346,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.327611,-0.662083,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.215638,-0.673666,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.4395,-0.983055,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.1221,-0.4221,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.449777,-1.2885,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis subsp. affinis","Scalesia","affinis",-90.488027,-1.268861,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.453138,-1.294083,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.6248,-0.34002,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.3886,-0.2423,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia aspera Andersson","Scalesia","aspera",-90.474103,-0.522161,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.38677,-0.12805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.2914,-0.1888,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.632777,-0.280277,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.632777,-0.280277,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.772222,-0.327777,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.426291,-1.236969,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.325444,-0.715083,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia gordilloi O.J.Hamann & Wium-And.","Scalesia","gordilloi",-89.608305,-0.931166,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.289569,-0.497372,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.3882,-0.2405,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.008694,-0.961944,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.388184,-0.240472,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.315832,-0.738575,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.385972,-0.745833,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.085138,-0.586527,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.2914,-0.1888,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.32209,-0.74119,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.34455,-0.700655,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.342222,0.048027,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.355916,0.043416,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.356861,0.042555,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.362944,0.039416,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
